#Selection names:,sample_coordinates
#Areas (µm^2): 39872721.77
Selection,X,Y
sample_coordinates,3447.31,470.73
sample_coordinates,3859.83,504.31
sample_coordinates,4974.92,757.71
sample_coordinates,5958.68,1303.70
sample_coordinates,6234.65,1569.70
sample_coordinates,6503.14,1994.39
sample_coordinates,6774.35,2655.41
sample_coordinates,6843.83,3138.89
sample_coordinates,6923.79,3822.53
sample_coordinates,6923.79,4659.59
sample_coordinates,6862.35,5689.29
sample_coordinates,6630.02,6229.91
sample_coordinates,5877.54,6937.56
sample_coordinates,5458.68,7002.54
sample_coordinates,4858.33,7065.05
sample_coordinates,4541.09,7078.42
sample_coordinates,4223.43,7111.76
sample_coordinates,3984.01,7123.91
sample_coordinates,3192.04,7156.12
sample_coordinates,3000.06,7210.02
sample_coordinates,2482.46,7365.84
sample_coordinates,2204.67,7329.19
sample_coordinates,2032.29,7281.83
sample_coordinates,1737.53,7223.16
sample_coordinates,1489.10,6998.70
sample_coordinates,1332.03,6764.41
sample_coordinates,1187.44,6474.99
sample_coordinates,1102.22,6290.51
sample_coordinates,983.69,6081.24
sample_coordinates,882.05,5867.62
sample_coordinates,730.85,5679.39
sample_coordinates,624.48,5489.89
sample_coordinates,430.44,5268.54
sample_coordinates,408.84,5108.08
sample_coordinates,390.32,4938.36
sample_coordinates,313.18,4777.90
sample_coordinates,99.71,3919.56
sample_coordinates,71.20,2930.67
sample_coordinates,53.61,2087.30
sample_coordinates,110.12,1520.40
sample_coordinates,486.45,1016.67
sample_coordinates,1164.45,694.73
sample_coordinates,1957.53,515.42
sample_coordinates,2418.15,447.45
sample_coordinates,3021.59,434.12
sample_coordinates,3255.40,444.82
sample_coordinates,3452.89,469.51
sample_coordinates,3447.31,470.73
